"square_meters","bathrooms_number","lift","rooms_number","car_parking","condominium_fees","conditions","floor","heating_centralized","selling_price","fireplace","hydromassage","video_entryphone","terrace","security_door","tavern","optic_fiber","electric_gate","pool","tennis_court","alarm_system","attic","balcony","cellar","closet","reception","concierge","furnished","garden","exposure","window_glass","window_material","zona_new","year","total_floors","house_efficiency"
84,"2","no","3","none",180,"new / under construction","ground floor","independent",350000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",0,0,"private","single","triple","other","ponte nuovo","Recent/New",1,"High"
185,"3","yes","5+","garage/box",140,"good condition / liveable","ground floor","independent",499000,"yes","no","no","no","yes","yes","no","no","no","no","no","yes","yes","yes","no","no",1,0,"private","single","other","other","giambellino","Modern",4,"Low"
91,"1","yes","3","none",250,"good condition / liveable","mezzanine","central",450000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0.5,0.5,"no garden","single","other","wood","pasteur","Very Old",5,"Low"
98,"2","yes","3","garage/box",0,"new / under construction","6","central",461000,"no","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"shared","single","triple","other","giambellino","Recent/New",7,"High"
134,"3","yes","4","none",125,"new / under construction","7","independent",778900,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,0,"shared","double","triple","wood","cascina dei pomi","Recent/New",9,"High"
64,"1","yes","2","none",600,"new / under construction","2","independent",418900,"no","no","yes","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no",0,0,"no garden","single","other","other","città studi","Recent/New",5,"High"
118,"2","yes","3","garage/box",350,"excellent / refurbished","2","independent",690000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,1,"shared","double","triple","other","porta vittoria","Recent/New",11,"High"
126,"1","yes","4","none",250,"excellent / refurbished","mezzanine","central",820000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",1,0,"no garden","double","other","wood","guastalla","Very Old",5,"Med"
100,"2","yes","3","garage/box",150,"excellent / refurbished","4","independent",370000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","wood","quarto cagnino","Modern",6,"Low"
70,"1","yes","2","none",130,"good condition / liveable","4","central",285000,"no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"shared","double","other","wood","pezzotti - meda","Old",5,"Low"
50,"1","yes","2","shared",40,"excellent / refurbished","ground floor","independent",139000,"no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no",0,0,"shared","single","other","other","crescenzago","Modern",8,"Med"
106,"2","yes","4","garage/box and shared",250,"good condition / liveable","3","central",255000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",1,1,"shared","other","other","wood","vialba","Modern",7,"Med"
55,"1","yes","2","none",100,"good condition / liveable","3","independent",435000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","single","other","other","porta venezia","Very Old",4,"Med"
124,"2","yes","4","garage/box",208,"good condition / liveable","1","central",339000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,0,"shared","single","other","other","bisceglie","Modern",8,"Low"
93,"2","yes","3","garage/box",200,"good condition / liveable","3","independent",249000,"no","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","wood","vialba","Recent/New",4,"High"
87,"1","yes","3","none",1800,"good condition / liveable","1","central",370000,"no","no","yes","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0.5,0,"shared","double","other","other","maggiolina","Old",5,"Low"
55,"1","yes","2","garage/box",140,"excellent / refurbished","4","independent",370000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0.5,"shared","double","other","other","maggiolina","Modern",4,"High"
140,"2","yes","4","none",250,"excellent / refurbished","1","central",840000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0,0.5,"no garden","single","other","other","buenos aires","Very Old",4,"Med"
70,"1","yes","2","none",130,"excellent / refurbished","ground floor","central",285000,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","yes","no",0,0.5,"no garden","double","other","other","barona","Old",6,"Low"
67,"1","no","3","none",100,"to be refurbished","1","independent",2e+05,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","single","other","other","inganni","Old",4,"Low"
50,"1","yes","2","none",100,"excellent / refurbished","ground floor","independent",295000,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no",0,0,"private","other","other","other","ghisolfa - mac mahon","Recent/New",5,"High"
54,"1","yes","2","none",50,"new / under construction","1","independent",290000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,0,"shared","double","triple","other","precotto","Recent/New",5,"High"
85,"2","no","3","none",100,"excellent / refurbished","2","independent",398000,"no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no",0,0.5,"shared","double","other","other","cermenate - abbiategrasso","Modern",2,"Low"
55,"1","yes","2","none",100,"to be refurbished","2","independent",279000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no",1,0,"shared","double","other","wood","argonne - corsica","Very Old",5,"Med"
100,"3","yes","3","none",300,"new / under construction","1","central",9e+05,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no",0,0,"no garden","double","other","other","duomo","Old",7,"Low"
75,"1","yes","3","none",200,"good condition / liveable","5","central",299000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","yes","no",1,1,"shared","double","other","other","corvetto","Old",5,"Med"
138,"2","yes","3","none",180,"new / under construction","5","independent",980000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","no","no",0.5,0,"no garden","single","other","wood","centrale","Very Old",5,"High"
30,"1","yes","1","none",100,"excellent / refurbished","4","central",220000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no",0,1,"shared","double","other","other","san siro","Old",4,"Low"
140,"1","no","3","none",430,"excellent / refurbished","ground floor","central",910000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",1,0,"no garden","single","other","wood","moscova","Very Old",5,"Low"
115,"2","yes","3","none",400,"good condition / liveable","3","central",6e+05,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0.5,0,"no garden","double","other","other","navigli - darsena","Old",6,"Med"
62,"1","yes","2","none",100,"to be refurbished","2","independent",310000,"no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no",0,0.5,"no garden","double","other","other","cenisio","Very Old",4,"Low"
135,"2","yes","4","none",300,"good condition / liveable","mezzanine","central",895000,"no","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","yes","no",0.5,1,"shared","double","other","wood","carrobbio","Old",4,"Low"
55,"1","no","2","none",350,"good condition / liveable","5","independent",240000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0.5,0.5,"shared","single","other","other","cermenate - abbiategrasso","Old",5,"Low"
180,"2","yes","4","garage/box",500,"good condition / liveable","3","central",599000,"no","no","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","yes","no","no",0.5,0,"no garden","other","other","other","maggiolina","Old",5,"Low"
110,"2","no","4","none",125,"good condition / liveable","3","independent",369000,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","other","parco trotter","Very Old",3,"Low"
110,"1","yes","3","none",0,"new / under construction","4","independent",1150000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",1,1,"shared","double","other","wood","indipendenza","Very Old",4,"Low"
116,"2","yes","4","none",150,"good condition / liveable","6","central",285000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0,0.5,"shared","double","other","wood","quarto cagnino","Modern",8,"Low"
185,"3+","no","4","garage/box and shared",290,"excellent / refurbished","ground floor","independent",750000,"no","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","yes","yes","no",0,1,"private","double","triple","wood","san siro","Modern",2,"Med"
100,"1","no","3","shared",125,"excellent / refurbished","1","independent",638000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",1,0,"no garden","single","other","wood","ascanio sforza","Very Old",2,"Low"
59,"1","yes","2","none",150,"excellent / refurbished","7","central",215000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"no garden","single","other","other","vigentino - fatima","Modern",8,"High"
50,"1","no","1","none",120,"excellent / refurbished","mezzanine","independent",255000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",0,1,"no garden","single","other","other","farini","Recent/New",2,"Med"
47,"1","yes","1","garage/box",100,"new / under construction","3","independent",221000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,0,"shared","double","triple","other","ponte nuovo","Recent/New",4,"High"
100,"1","yes","2","garage/box",210,"excellent / refurbished","ground floor","central",470000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","yes","no",0,0.5,"shared","single","other","other","navigli - darsena","Modern",5,"Low"
85,"1","yes","2","garage/box",250,"excellent / refurbished","3","independent",419000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0.5,0.5,"shared","double","other","other","martini - insubria","Recent/New",6,"High"
44,"1","no","2","none",80,"excellent / refurbished","1","independent",232000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0.5,"no garden","double","other","other","ripamonti","Very Old",3,"Low"
182,"2","yes","5+","none",650,"to be refurbished","1","central",1070000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","wood","dezza","Modern",7,"Med"
74,"1","yes","2","none",50,"excellent / refurbished","mezzanine","independent",370000,"no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","yes","no",0,0,"private","double","other","other","san siro","Modern",5,"Low"
61,"1","yes","2","none",170,"good condition / liveable","7","central",298000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"shared","single","other","other","bande nere","Old",8,"Low"
200,"3","no","4","none",0,"good condition / liveable","ground floor","independent",1050000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no",0,0,"private","double","other","wood","monte rosa - lotto","Modern",4,"Low"
75,"1","no","2","none",125,"good condition / liveable","1","central",270000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no",0,1,"no garden","other","other","other","casoretto","Very Old",4,"Low"
103,"2","yes","4","none",0,"new / under construction","5","central",745000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,0,"shared","double","other","other","bande nere","Recent/New",8,"High"
172,"3","yes","4","garage/box",250,"excellent / refurbished","3","central",1450000,"yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",1,1,"shared","double","other","wood","paolo sarpi","Modern",6,"Med"
105,"2","yes","4","shared",108,"good condition / liveable","5","independent",265000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","no","no","no",0,0.5,"shared","double","other","other","quinto romano","Modern",5,"Low"
